id;sexo;edad;region;ciudad;producto;antiguedad_anios;P1_sat_atencion;P2_sat_tiempos;P3_sat_app;P4_sat_sucursal;P5_sat_general;P6_nps;comentario;ponderador
627;2;67,0;Metropolitana ;Santiago;Cuenta Vista;6;4,0;4,0;3,0;3,0;4,0;8,0;Muy malos los tiempos de espera;1,751
628;1;48,0;Biobio;Santiago ;Tarjeta de Credito;22;2,0;4,0;4,0;4,0;4,0;6,0;Buena atencion;0,803
629;1;77,0;VALPARAISO;Puente Alto;Tarjeta de Credito;4;4,0;4,0;3,0;4,0;4,0;6,0;;1,119
630;1;59,0;Metropolitana;Santiago;Cuenta Vista;24;2,0;5,0;5,0;2,0;4,0;8,0;Demoraron mucho en atenderme;1,391
631;2;25,0;Biobio;Talcahuano;Cuenta Vista;12;4,0;4,0;5,0;4,0;4,0;4,0;Mejorar el sitio web;1,45
632;2;77,0;Metropolitana;Santiago ;Cuenta Corriente;9;4,0;5,0;4,0;5,0;3,0;5,0;Mejorar el sitio web;1,899
633;2;43,0;Metropolitana;Puente Alto;Cuenta Corriente;6;4,0;3,0;4,0;4,0;3,0;6,0;Excelente ejecutivo;1,779
634;2;75,0;  Valparaiso;Concepcion;Tarjeta de Credito;25;3,0;5,0;1,0;3,0;2,0;9,0;La app se cae seguido;1,043
635;1;29,0;Metropolitana;santiago;Tarjeta de Credito;9;5,0;4,0;5,0;4,0;2,0;10,0;Todo bien;1,233
636;9;31,0;Metropolitana;concepción;Cuenta Corriente;23;3,0;4,0;3,0;4,0;4,0;8,0;Sin comentarios;0,674
637;2;80,0;Biobio;Vina del Mar;Cuenta Corriente;2;4,0;4,0;4,0;5,0;4,0;5,0;;1,776
638;2;75,0;Metropolitana;valpo;Credito de Consumo;1;3,0;5,0;99,0;1,0;5,0;10,0;;1,386
639;1;75,0;Valparaiso ;Santiago;Cuenta Corriente;23;3,0;4,0;3,0;4,0;5,0;7,0;Muy malos los tiempos de espera;0,593
640;2;999,0;araucania;la serena;Tarjeta de Credito;22;3,0;5,0;3,0;99,0;3,0;7,0;Excelente ejecutivo;0,432
641;1;59,0;Metropolitana;concepción;Cuenta Vista;5;3,0;2,0;4,0;3,0;2,0;9,0;;1,069
642;2;40,0;Metropolitana;Santiago ;Cuenta Corriente;17;5,0;4,0;5,0;3,0;1,0;9,0;;1,186
643;2;39,0;Metropolitana;Viña del Mar;Cuenta Vista;5;3,0;5,0;2,0;4,0;4,0;8,0;;1,271
644;1;27,0;Metropolitana;Talcahuano;Tarjeta de Credito;13;4,0;4,0;4,0;5,0;5,0;8,0;;1,906
645;1;80,0;METROPOLITANA;Vina del Mar;Tarjeta de Credito;19;3,0;3,0;5,0;5,0;4,0;5,0;;1,849
646;2;55,0;Biobio;Santiago;Tarjeta de Credito;2;99,0;1,0;3,0;5,0;3,0;9,0;Todo bien;0,838
647;2;55,0;Valparaiso;Santiago;Tarjeta de Credito;11;3,0;3,0;5,0;3,0;3,0;10,0;Buena atencion;2,14
648;2;59,0;BIOBIO;Santiago;Cuenta Corriente;11;4,0;4,0;4,0;3,0;2,0;6,0;;1,362
649;1;69,0;valparaiso;santiago;Cuenta Corriente;5;3,0;2,0;5,0;3,0;1,0;6,0;;1,689
650;2;30,0;Metropolitana;Temuco;Cuenta Vista;13;1,0;1,0;5,0;4,0;1,0;5,0;La app se cae seguido;2,123
651;1;53,0;Metropolitana;STGO;Cuenta Vista;17;5,0;5,0;5,0;4,0;3,0;2,0;;0,733
652;2;61,0;coquimbo;Viña del Mar;Credito de Consumo;21;5,0;4,0;2,0;3,0;4,0;2,0;La app se cae seguido;1,551
653;1;56,0;ARAUCANIA;Puente Alto;Cuenta Corriente;20;3,0;4,0;3,0;4,0;4,0;10,0;;1,867
654;2;74,0;Metropolitana;santiago;Tarjeta de Credito;25;5,0;99,0;5,0;5,0;3,0;99,0;;1,916
655;2;46,0;metropolitana;STGO;Tarjeta de Credito;17;4,0;5,0;4,0;3,0;3,0;5,0;Buena atencion;1,618
656;1;76,0;metropolitana;Santiago ;Cuenta Corriente;17;5,0;99,0;5,0;3,0;3,0;8,0;Buena atencion;0,846
657;2;53,0;  Metropolitana;Santiago;Credito de Consumo;25;99,0;4,0;4,0;5,0;5,0;9,0;Mejorar el sitio web;1,695
658;1;58,0;Metropolitana;VALPARAISO;Tarjeta de Credito;20;3,0;2,0;3,0;4,0;5,0;9,0;Buena atencion;1,683
659;1;55,0;Araucania;Vina del Mar;Credito de Consumo;7;2,0;4,0;3,0;5,0;3,0;8,0;Excelente ejecutivo;1,136
660;1;43,0;Valparaiso;Santiago ;Cuenta Corriente;12;5,0;5,0;5,0;5,0;4,0;7,0;;1,167
661;1;38,0;Metropolitana;Talcahuano;Cuenta Corriente;2;5,0;4,0;5,0;4,0;4,0;8,0;;2,156
662;2;80,0;Valparaiso;santiago;Cuenta Corriente;24;5,0;4,0;3,0;4,0;5,0;10,0;Mejorar el sitio web;1,865
663;2;69,0;biobio;Santiago;Credito de Consumo;25;3,0;99,0;5,0;3,0;5,0;6,0;La app se cae seguido;0,451
664;2;59,0;Metropolitana;Los Angeles;Tarjeta de Credito;13;4,0;99,0;4,0;3,0;5,0;9,0;;0,809
665;2;19,0;Araucania;Viña del Mar;Tarjeta de Credito;14;4,0;5,0;2,0;5,0;3,0;6,0;;0,454
666;2;52,0;Metropolitana;STGO;Cuenta Vista;6;3,0;4,0;4,0;4,0;4,0;8,0;Mejorar el sitio web;1,185
667;1;77,0;Valparaiso ;Puente Alto;Cuenta Corriente;23;5,0;3,0;3,0;4,0;4,0;8,0;;1,643
668;2;68,0;BIOBIO;La Serena;Cuenta Vista;10;4,0;4,0;4,0;3,0;4,0;10,0;Sin comentarios;1,428
669;1;18,0;Valparaiso;santiago;Cuenta Vista;18;5,0;3,0;5,0;3,0;1,0;6,0;La app se cae seguido;0,415
670;2;51,0;METROPOLITANA;Valparaiso;Cuenta Corriente;0;3,0;3,0;3,0;4,0;2,0;10,0;Demoraron mucho en atenderme;0,565
671;1;66,0;Biobio;Villarrica;Cuenta Corriente;7;3,0;3,0;5,0;3,0;5,0;7,0;;1,721
672;2;78,0;Valparaiso;Ovalle;Tarjeta de Credito;11;5,0;3,0;5,0;5,0;4,0;10,0;;1,066
673;1;999,0;Coquimbo;Talcahuano;Cuenta Corriente;12;4,0;5,0;3,0;5,0;4,0;8,0;;0,958
674;1;61,0;Metropolitana;Viña del Mar;Cuenta Vista;17;4,0;99,0;1,0;1,0;5,0;5,0;Muy malos los tiempos de espera;0,831
675;1;64,0;Araucania;santiago;Cuenta Vista;16;5,0;5,0;4,0;4,0;5,0;8,0;Demoraron mucho en atenderme;1,858
676;1;64,0;Valparaiso;Los Angeles;Cuenta Vista;3;3,0;2,0;4,0;4,0;4,0;10,0;Muy malos los tiempos de espera;1,232
677;1;55,0;Araucania;STGO;Cuenta Corriente;1;4,0;4,0;5,0;3,0;4,0;99,0;;0,691
678;2;999,0;Metropolitana;santiago;Cuenta Corriente;23;4,0;2,0;1,0;4,0;3,0;8,0;Sin comentarios;1,155
679;1;58,0;Coquimbo;VALPARAISO;Cuenta Corriente;0;4,0;4,0;5,0;4,0;3,0;9,0;Muy malos los tiempos de espera;1,503
680;2;59,0;Coquimbo;valpo;Credito de Consumo;20;5,0;1,0;3,0;4,0;3,0;6,0;Excelente ejecutivo;0,772
681;2;49,0;metropolitana;santiago;Cuenta Corriente;8;4,0;4,0;4,0;2,0;5,0;6,0;;1,794
682;2;32,0;valparaiso;STGO;Cuenta Vista;3;5,0;3,0;5,0;2,0;1,0;9,0;;1,297
683;2;47,0;metropolitana;STGO;Cuenta Vista;25;3,0;3,0;4,0;5,0;4,0;8,0;;1,182
684;1;79,0;Metropolitana;STGO;Tarjeta de Credito;4;3,0;4,0;4,0;2,0;4,0;10,0;Mejorar el sitio web;1,057
685;1;44,0;Metropolitana ;santiago;Credito de Consumo;10;3,0;5,0;4,0;4,0;3,0;8,0;Buena atencion;1,397
686;1;66,0;metropolitana;VALPARAISO;Tarjeta de Credito;11;3,0;4,0;4,0;4,0;5,0;8,0;Demoraron mucho en atenderme;1,892
687;1;26,0;Coquimbo;Concepcion;Cuenta Vista;18;1,0;4,0;4,0;5,0;4,0;5,0;Sin comentarios;1,172
688;2;30,0;Araucania;Talcahuano;Cuenta Corriente;13;5,0;5,0;4,0;3,0;5,0;8,0;;0,449
689;2;72,0;METROPOLITANA;Concepcion;Cuenta Corriente;6;4,0;3,0;5,0;5,0;3,0;3,0;;1,433
690;2;23,0;Coquimbo;VALPARAISO;Cuenta Vista;9;5,0;1,0;5,0;5,0;4,0;10,0;;1,739
691;2;40,0;metropolitana;valpo;Cuenta Corriente;10;5,0;4,0;3,0;5,0;4,0;6,0;La app se cae seguido;1,872
692;1;30,0;Biobio;Santiago;Cuenta Vista;15;2,0;5,0;4,0;5,0;2,0;9,0;Excelente ejecutivo;2,169
693;2;60,0;Araucania;Coquimbo;Cuenta Corriente;19;3,0;5,0;2,0;5,0;2,0;2,0;Sin comentarios;1,623
694;2;74,0;araucania;temuco;Cuenta Vista;4;4,0;5,0;4,0;5,0;5,0;3,0;Excelente ejecutivo;0,829
695;2;30,0;Araucania;STGO;Tarjeta de Credito;3;2,0;4,0;3,0;4,0;99,0;9,0;Sin comentarios;0,649
696;9;41,0;Biobio;Santiago;Cuenta Corriente;8;5,0;2,0;5,0;4,0;5,0;8,0;Todo bien;1,319
697;2;37,0;Metropolitana;santiago;Tarjeta de Credito;3;1,0;4,0;2,0;5,0;4,0;3,0;Excelente ejecutivo;1,847
698;2;32,0;Metropolitana;Puente Alto;Tarjeta de Credito;22;4,0;4,0;99,0;4,0;5,0;5,0;;1,051
699;2;34,0;Metropolitana;concepción;Cuenta Corriente;8;5,0;3,0;4,0;5,0;4,0;5,0;;0,802
700;1;33,0;Metropolitana;STGO;Credito de Consumo;10;5,0;4,0;3,0;4,0;4,0;6,0;;1,848
701;1;66,0;Metropolitana;STGO;Cuenta Vista;15;4,0;5,0;5,0;5,0;1,0;6,0;;1,188
702;2;59,0;Biobio;valpo;Cuenta Corriente;14;4,0;1,0;3,0;5,0;5,0;7,0;Mejorar el sitio web;1,432
703;1;34,0;Metropolitana;Santiago;Cuenta Corriente;19;5,0;4,0;3,0;3,0;4,0;8,0;Demoraron mucho en atenderme;0,998
704;1;65,0;VALPARAISO;valpo;Credito de Consumo;8;3,0;5,0;3,0;3,0;4,0;10,0;;1,562
705;2;41,0;BIOBIO;Puente Alto;Tarjeta de Credito;7;1,0;3,0;3,0;5,0;3,0;10,0;Mejorar el sitio web;1,595
706;1;74,0;Biobio;Viña del Mar;Cuenta Vista;19;4,0;3,0;5,0;4,0;5,0;9,0;Muy malos los tiempos de espera;2,163
707;1;80,0;Metropolitana ;STGO;Tarjeta de Credito;16;3,0;4,0;3,0;5,0;4,0;10,0;Buena atencion;0,891
708;2;69,0;Metropolitana;VALPARAISO;Cuenta Vista;7;3,0;4,0;99,0;4,0;4,0;9,0;Excelente ejecutivo;1,817
709;1;21,0;Metropolitana;Santiago ;Cuenta Vista;11;4,0;5,0;5,0;4,0;4,0;10,0;Excelente ejecutivo;0,941
710;2;25,0;valparaiso;Los Angeles;Cuenta Corriente;4;5,0;99,0;4,0;5,0;5,0;3,0;;1,932
711;1;63,0;Metropolitana;Santiago;Credito de Consumo;19;5,0;3,0;3,0;4,0;3,0;7,0;Demoraron mucho en atenderme;0,831
712;2;70,0;Biobio;STGO;Cuenta Vista;2;4,0;5,0;3,0;3,0;5,0;8,0;Mejorar el sitio web;1,033
713;2;75,0;Metropolitana;Puente Alto;Cuenta Vista;11;4,0;3,0;4,0;2,0;3,0;7,0;Todo bien;0,479
714;2;35,0;Araucania;Ovalle;Credito de Consumo;10;3,0;4,0;5,0;3,0;4,0;8,0;;1,644
715;2;79,0;  Araucania;Puente Alto;Cuenta Corriente;4;4,0;1,0;4,0;5,0;4,0;99,0;;0,974
716;9;72,0;Valparaiso;santiago;Cuenta Corriente;20;4,0;4,0;5,0;3,0;5,0;99,0;Excelente ejecutivo;1,402
717;1;71,0;Coquimbo;Puente Alto;Credito de Consumo;9;5,0;4,0;3,0;4,0;2,0;2,0;Todo bien;2,154
718;1;19,0;  Metropolitana;Santiago ;Cuenta Vista;9;3,0;4,0;4,0;2,0;4,0;9,0;Mejorar el sitio web;0,547
719;2;52,0;METROPOLITANA;Talcahuano;Credito de Consumo;10;3,0;3,0;1,0;3,0;3,0;5,0;Mejorar el sitio web;1,098
720;2;69,0;Biobio;Santiago;Cuenta Corriente;10;4,0;4,0;4,0;5,0;4,0;8,0;Excelente ejecutivo;1,77
721;1;70,0;VALPARAISO;concepción;Tarjeta de Credito;5;5,0;5,0;5,0;4,0;5,0;7,0;;1,699
722;1;58,0;Metropolitana;Temuco;Tarjeta de Credito;3;4,0;4,0;5,0;1,0;4,0;6,0;Buena atencion;2,131
723;1;52,0;BIOBIO;Coquimbo;Credito de Consumo;12;5,0;2,0;4,0;99,0;4,0;3,0;;1,625
724;2;35,0;  Araucania;Vina del Mar;Cuenta Vista;10;4,0;3,0;5,0;4,0;5,0;3,0;;1,274
725;1;47,0;METROPOLITANA;temuco;Cuenta Corriente;22;5,0;5,0;4,0;4,0;4,0;5,0;La app se cae seguido;2,104
726;1;61,0;Biobio;Viña del Mar;Tarjeta de Credito;15;99,0;3,0;5,0;5,0;5,0;9,0;Buena atencion;1,909
727;2;37,0;Araucania;Concepcion;Cuenta Corriente;1;4,0;5,0;5,0;4,0;3,0;3,0;Sin comentarios;1,23
728;1;29,0;Metropolitana;Puente Alto;Cuenta Corriente;3;3,0;4,0;4,0;4,0;4,0;10,0;;1,399
729;9;47,0;valparaiso;STGO;Credito de Consumo;4;5,0;2,0;2,0;5,0;5,0;7,0;;0,715
730;2;52,0;Biobio;la serena;Cuenta Corriente;8;5,0;2,0;2,0;99,0;5,0;7,0;;0,531
731;1;26,0;Metropolitana;Concepcion;Cuenta Corriente;22;3,0;4,0;5,0;5,0;5,0;2,0;Buena atencion;1,68
732;2;65,0;Araucania ;santiago;Tarjeta de Credito;11;2,0;4,0;5,0;1,0;3,0;10,0;;0,983
733;2;79,0;Metropolitana;Los Angeles;Cuenta Corriente;20;2,0;4,0;4,0;1,0;5,0;8,0;Mejorar el sitio web;2,132
734;2;58,0;Coquimbo;santiago;Cuenta Vista;24;4,0;2,0;2,0;3,0;5,0;7,0;Todo bien;0,958
735;2;35,0;  Araucania;Puente Alto;Cuenta Corriente;15;5,0;1,0;4,0;3,0;5,0;9,0;Demoraron mucho en atenderme;1,805
736;2;18,0;Metropolitana;Coquimbo;Cuenta Vista;13;4,0;5,0;5,0;3,0;3,0;8,0;;1,792
737;1;25,0;VALPARAISO;STGO;Credito de Consumo;5;4,0;5,0;4,0;2,0;5,0;6,0;;1,004
738;1;22,0;Valparaiso;Puente Alto;Cuenta Corriente;8;4,0;2,0;99,0;4,0;4,0;8,0;;1,304
739;2;57,0;Metropolitana;concepción;Cuenta Corriente;17;4,0;5,0;3,0;2,0;3,0;6,0;Sin comentarios;1,692
740;2;21,0;Metropolitana;santiago;Cuenta Vista;5;4,0;4,0;2,0;5,0;5,0;7,0;Sin comentarios;1,296
741;2;71,0;Metropolitana;STGO;Cuenta Vista;19;5,0;5,0;4,0;1,0;4,0;8,0;Buena atencion;2,172
742;1;18,0;Coquimbo;Santiago;Cuenta Vista;6;4,0;4,0;2,0;3,0;5,0;10,0;;0,711
743;1;26,0;Metropolitana;STGO;Cuenta Vista;14;3,0;5,0;4,0;5,0;4,0;2,0;Excelente ejecutivo;0,631
744;1;24,0;ARAUCANIA;Vina del Mar;Cuenta Corriente;20;5,0;3,0;2,0;1,0;5,0;2,0;Demoraron mucho en atenderme;0,523
745;2;27,0;Valparaiso;La Serena;Cuenta Vista;2;4,0;5,0;4,0;99,0;4,0;6,0;;1,631
746;1;68,0;Biobio;concepción;Tarjeta de Credito;22;4,0;5,0;4,0;4,0;3,0;8,0;;1,305
747;1;25,0;Biobio;Valparaiso;Tarjeta de Credito;11;4,0;4,0;5,0;4,0;5,0;7,0;Todo bien;1,995
748;2;18,0;Biobio;Padre Las Casas;Cuenta Vista;3;5,0;2,0;2,0;4,0;2,0;1,0;Muy malos los tiempos de espera;1,365
749;2;27,0;Valparaiso;la serena;Cuenta Vista;18;1,0;3,0;5,0;5,0;4,0;4,0;Mejorar el sitio web;1,058
750;1;76,0;  Metropolitana;santiago;Credito de Consumo;19;2,0;3,0;2,0;3,0;5,0;5,0;Todo bien;1,454
751;2;57,0;Araucania;STGO;Cuenta Vista;3;4,0;4,0;3,0;4,0;4,0;9,0;Buena atencion;0,785
752;1;57,0;Coquimbo;valpo;Tarjeta de Credito;5;4,0;2,0;3,0;5,0;2,0;10,0;Sin comentarios;1,139
753;1;76,0;Metropolitana;Santiago;Cuenta Corriente;24;4,0;4,0;2,0;5,0;4,0;8,0;;0,508
754;2;30,0;Metropolitana;Santiago;Cuenta Vista;8;3,0;2,0;5,0;3,0;5,0;6,0;Excelente ejecutivo;1,372
755;2;74,0;  Metropolitana;santiago;Cuenta Vista;23;4,0;4,0;4,0;2,0;3,0;6,0;Todo bien;1,296
756;1;21,0;Coquimbo;Viña del Mar;Credito de Consumo;5;5,0;4,0;4,0;2,0;4,0;10,0;Excelente ejecutivo;1,805
757;2;73,0;Metropolitana;concepción;Cuenta Corriente;10;4,0;1,0;2,0;3,0;3,0;10,0;;1,241
758;1;42,0;Biobio;concepción;Cuenta Corriente;12;5,0;4,0;5,0;3,0;1,0;8,0;La app se cae seguido;0,837
759;2;39,0;Metropolitana ;concepción;Cuenta Vista;8;4,0;5,0;1,0;4,0;5,0;8,0;Demoraron mucho en atenderme;1,488
760;1;33,0;Metropolitana;Ovalle;Credito de Consumo;22;5,0;2,0;5,0;99,0;99,0;9,0;;1,697
761;1;60,0;Coquimbo;valpo;Tarjeta de Credito;8;4,0;4,0;5,0;3,0;5,0;5,0;;1,407
762;2;58,0;Biobio;la serena;Credito de Consumo;7;4,0;2,0;5,0;3,0;5,0;10,0;Todo bien;1,182
763;1;73,0;metropolitana;santiago;Credito de Consumo;6;5,0;4,0;4,0;5,0;5,0;10,0;;1,424
764;2;56,0;Coquimbo;Puente Alto;Cuenta Corriente;2;4,0;3,0;4,0;1,0;4,0;6,0;Buena atencion;1,47
765;9;52,0;Metropolitana;La Serena;Tarjeta de Credito;10;4,0;4,0;5,0;2,0;4,0;10,0;La app se cae seguido;0,715
766;1;61,0;Biobio ;Santiago;Cuenta Vista;5;4,0;5,0;4,0;5,0;4,0;7,0;Mejorar el sitio web;1,518
767;2;22,0;Coquimbo ;valpo;Tarjeta de Credito;10;3,0;1,0;5,0;1,0;5,0;0,0;Buena atencion;1,676
768;1;62,0;Araucania;VALPARAISO;Credito de Consumo;16;5,0;5,0;2,0;5,0;4,0;10,0;Muy malos los tiempos de espera;1,935
769;1;76,0;  Metropolitana;valpo;Cuenta Vista;11;4,0;4,0;5,0;5,0;4,0;7,0;Excelente ejecutivo;1,42
770;2;75,0;Metropolitana;Talcahuano;Tarjeta de Credito;23;5,0;5,0;4,0;5,0;2,0;10,0;Mejorar el sitio web;1,276
771;2;47,0;Biobio;Puente Alto;Cuenta Corriente;14;4,0;3,0;4,0;4,0;3,0;7,0;;1,385
772;1;40,0;Valparaiso;Valparaiso;Tarjeta de Credito;22;4,0;5,0;2,0;4,0;4,0;6,0;;0,754
773;1;61,0;Valparaiso;STGO;Credito de Consumo;19;4,0;3,0;5,0;3,0;4,0;9,0;La app se cae seguido;1,098
774;1;77,0;Metropolitana;Coquimbo;Cuenta Vista;13;5,0;5,0;2,0;3,0;99,0;9,0;Excelente ejecutivo;1,924
775;2;21,0;Coquimbo;Valparaiso;Credito de Consumo;15;99,0;5,0;3,0;3,0;5,0;2,0;Todo bien;2,023
776;2;999,0;Valparaiso;Santiago ;Cuenta Vista;15;5,0;5,0;2,0;4,0;4,0;8,0;Mejorar el sitio web;1,99
777;2;40,0;Metropolitana;Puente Alto;Cuenta Vista;6;4,0;4,0;4,0;4,0;99,0;10,0;;0,474
778;1;53,0;metropolitana;STGO;Tarjeta de Credito;20;99,0;4,0;4,0;3,0;1,0;6,0;Demoraron mucho en atenderme;2,134
779;1;38,0;Biobio;Concepcion;Tarjeta de Credito;22;3,0;5,0;3,0;4,0;3,0;1,0;La app se cae seguido;1,452
780;2;19,0;Araucania;santiago;Cuenta Vista;14;3,0;3,0;99,0;3,0;5,0;9,0;Buena atencion;1,76
781;2;77,0;Coquimbo;Santiago ;Tarjeta de Credito;16;5,0;4,0;1,0;4,0;5,0;3,0;La app se cae seguido;0,863
782;2;56,0;Araucania;Valparaiso;Cuenta Vista;19;3,0;5,0;3,0;5,0;5,0;8,0;Mejorar el sitio web;0,571
783;2;52,0;Biobio;La Serena;Cuenta Vista;14;3,0;3,0;5,0;5,0;3,0;10,0;Todo bien;1,566
784;2;22,0;Biobio;la serena;Cuenta Corriente;3;99,0;3,0;5,0;5,0;4,0;7,0;Sin comentarios;0,885
785;1;42,0;Araucania;Coquimbo;Cuenta Corriente;6;5,0;3,0;5,0;5,0;3,0;6,0;Muy malos los tiempos de espera;0,405
786;2;48,0;BIOBIO;santiago;Cuenta Corriente;15;5,0;3,0;3,0;5,0;5,0;5,0;;1,715
787;2;64,0;Coquimbo;Talcahuano;Cuenta Vista;16;1,0;5,0;5,0;5,0;3,0;3,0;La app se cae seguido;0,687
788;2;60,0;Valparaiso;temuco;Tarjeta de Credito;21;5,0;5,0;4,0;4,0;1,0;6,0;Mejorar el sitio web;0,487
789;2;33,0;Araucania;santiago;Cuenta Corriente;13;4,0;4,0;5,0;3,0;5,0;8,0;;1,059
790;1;70,0;Metropolitana;Padre Las Casas;Cuenta Vista;3;99,0;2,0;5,0;4,0;5,0;8,0;Muy malos los tiempos de espera;1,145
791;1;999,0;Metropolitana;temuco;Cuenta Vista;10;4,0;4,0;4,0;5,0;1,0;10,0;;0,698
792;1;43,0;Valparaiso;Los Angeles;Cuenta Vista;2;5,0;4,0;2,0;4,0;3,0;5,0;Excelente ejecutivo;1,009
793;1;66,0;Coquimbo ;Santiago;Cuenta Vista;14;5,0;2,0;5,0;5,0;4,0;2,0;;1,944
794;1;23,0;VALPARAISO;Santiago ;Cuenta Vista;0;1,0;3,0;5,0;3,0;3,0;10,0;Sin comentarios;1,908
795;2;29,0;Biobio;STGO;Cuenta Corriente;1;4,0;3,0;2,0;5,0;2,0;10,0;;0,609
796;2;57,0;Valparaiso;Coquimbo;Cuenta Corriente;17;2,0;2,0;4,0;1,0;5,0;6,0;;0,781
797;2;31,0;  Valparaiso;valpo;Cuenta Vista;13;3,0;3,0;3,0;4,0;4,0;10,0;;1,546
798;1;59,0;Coquimbo;Viña del Mar;Tarjeta de Credito;7;5,0;4,0;4,0;4,0;3,0;7,0;;1,626
799;2;47,0;Metropolitana;Viña del Mar;Credito de Consumo;5;3,0;99,0;5,0;4,0;3,0;6,0;Sin comentarios;1,528
800;9;52,0;Coquimbo;Temuco;Cuenta Corriente;0;2,0;5,0;5,0;4,0;5,0;8,0;Sin comentarios;0,906
